video_id,fake,original_dataset
id23_id22_0003.mp4,1,celeb-df
id27_id22_0004.mp4,1,celeb-df
id28_id19_0001.mp4,1,celeb-df
id1_id16_0003.mp4,1,celeb-df
id33_0006.mp4,0,celeb-df
id52_id57_0008.mp4,1,celeb-df
id49_0007.mp4,0,celeb-df
id45_id47_0002.mp4,1,celeb-df
id30_id34_0006.mp4,1,celeb-df
fakebghphrsfxf.mp4,1,deepfake-detection-challenge
id38_id23_0006.mp4,1,celeb-df
id2_id20_0005.mp4,1,celeb-df
id31_id29_0007.mp4,1,celeb-df
id28_id33_0007.mp4,1,celeb-df
id35_id9_0000.mp4,1,celeb-df
id35_id17_0002.mp4,1,celeb-df
id16_id20_0004.mp4,1,celeb-df
id25_id20_0008.mp4,1,celeb-df
id24_id20_0002.mp4,1,celeb-df
id43_id41_0006.mp4,1,celeb-df
id26_id20_0003.mp4,1,celeb-df
id16_id6_0011.mp4,1,celeb-df
id23_id1_0001.mp4,1,celeb-df
id28_id17_0000.mp4,1,celeb-df
id53_id58_0002.mp4,1,celeb-df
id27_id26_0000.mp4,1,celeb-df
id20_id37_0002.mp4,1,celeb-df
id1_id3_0001.mp4,1,celeb-df
id32_id33_0002.mp4,1,celeb-df
id9_id30_0000.mp4,1,celeb-df
id6_id26_0000.mp4,1,celeb-df
id6_id21_0007.mp4,1,celeb-df
id25_id28_0000.mp4,1,celeb-df
id57_id55_0000.mp4,1,celeb-df
id0_id1_0000.mp4,1,celeb-df
fakedvumqqhoac.mp4,1,deepfake-detection-challenge
id47_id44_0000.mp4,1,celeb-df
id20_id3_0002.mp4,1,celeb-df
id32_id30_0000.mp4,1,celeb-df
id31_id35_0000.mp4,1,celeb-df
id38_id37_0002.mp4,1,celeb-df
id59_id60_0001.mp4,1,celeb-df
fakebtiysiskpf.mp4,1,deepfake-detection-challenge
id27_id28_0003.mp4,1,celeb-df
id47_id39_0001.mp4,1,celeb-df
id57_id51_0007.mp4,1,celeb-df
id5_id60_0003.mp4,1,celeb-df
id44_id45_0001.mp4,1,celeb-df
id2_id3_0007.mp4,1,celeb-df
id1_id26_0001.mp4,1,celeb-df
id16_id0_0003.mp4,1,celeb-df
id1_id23_0006.mp4,1,celeb-df
id2_id16_0007.mp4,1,celeb-df
id16_id0_0002.mp4,1,celeb-df
id52_id55_0003.mp4,1,celeb-df
id20_id26_0008.mp4,1,celeb-df
id26_id22_0005.mp4,1,celeb-df
id29_id23_0006.mp4,1,celeb-df
id10_0005.mp4,0,celeb-df
id2_id0_0006.mp4,1,celeb-df
id30_id23_0005.mp4,1,celeb-df
id3_id6_0001.mp4,1,celeb-df
id51_id50_0000.mp4,1,celeb-df
id34_0005.mp4,0,celeb-df
id3_id17_0005.mp4,1,celeb-df
id20_id35_0006.mp4,1,celeb-df
id26_id35_0003.mp4,1,celeb-df
id55_id52_0008.mp4,1,celeb-df
id35_id9_0001.mp4,1,celeb-df
id0_0000.mp4,0,celeb-df
id21_id16_0008.mp4,1,celeb-df
id23_id6_0001.mp4,1,celeb-df
id55_0009.mp4,0,celeb-df
id50_id51_0006.mp4,1,celeb-df
id44_id42_0004.mp4,1,celeb-df
id25_id24_0005.mp4,1,celeb-df
id16_id23_0011.mp4,1,celeb-df
id4_id20_0006.mp4,1,celeb-df
id56_0007.mp4,0,celeb-df
fakedzvyfiarrq.mp4,1,deepfake-detection-challenge
id45_id40_0002.mp4,1,celeb-df
id33_id38_0008.mp4,1,celeb-df
id1_id30_0003.mp4,1,celeb-df
id54_id56_0005.mp4,1,celeb-df
id20_id0_0003.mp4,1,celeb-df
id27_id26_0007.mp4,1,celeb-df
id54_id53_0000.mp4,1,celeb-df
id32_id30_0005.mp4,1,celeb-df
id24_id26_0003.mp4,1,celeb-df
id20_id21_0005.mp4,1,celeb-df
id21_id22_0005.mp4,1,celeb-df
fakebndybcqhfr.mp4,1,deepfake-detection-challenge
id48_id39_0009.mp4,1,celeb-df
id53_id54_0006.mp4,1,celeb-df
id46_id41_0005.mp4,1,celeb-df
id16_id2_0013.mp4,1,celeb-df
id55_0002.mp4,0,celeb-df
id20_id0_0009.mp4,1,celeb-df
id45_id44_0004.mp4,1,celeb-df
id35_id23_0005.mp4,1,celeb-df
id29_id28_0005.mp4,1,celeb-df
id8_id2_0007.mp4,1,celeb-df
id28_id31_0007.mp4,1,celeb-df
id35_id20_0008.mp4,1,celeb-df
id30_id34_0003.mp4,1,celeb-df
id48_id44_0008.mp4,1,celeb-df
id21_id2_0006.mp4,1,celeb-df
id24_id19_0000.mp4,1,celeb-df
id37_id9_0008.mp4,1,celeb-df
id43_id39_0000.mp4,1,celeb-df
id55_id52_0006.mp4,1,celeb-df
id2_id30_0009.mp4,1,celeb-df
id9_id1_0005.mp4,1,celeb-df
id40_id41_0002.mp4,1,celeb-df
id4_id9_0007.mp4,1,celeb-df
id37_id38_0008.mp4,1,celeb-df
id16_id28_0003.mp4,1,celeb-df
id16_id3_0000.mp4,1,celeb-df
fakebqkdbcqjvb.mp4,1,deepfake-detection-challenge
id45_id39_0007.mp4,1,celeb-df
fakebkwxhglwct.mp4,1,deepfake-detection-challenge
id19_id20_0009.mp4,1,celeb-df
id4_id21_0006.mp4,1,celeb-df
id57_id54_0000.mp4,1,celeb-df
id29_0003.mp4,0,celeb-df
id31_id34_0004.mp4,1,celeb-df
id55_id56_0002.mp4,1,celeb-df
id53_id51_0000.mp4,1,celeb-df
id33_id35_0000.mp4,1,celeb-df
id20_id37_0009.mp4,1,celeb-df
id54_id49_0006.mp4,1,celeb-df
ehccixxzoe.mp4,0,deepfake-detection-challenge
id4_0001.mp4,0,celeb-df
id29_id30_0005.mp4,1,celeb-df
id26_id1_0000.mp4,1,celeb-df
id37_id2_0004.mp4,1,celeb-df
id37_id28_0006.mp4,1,celeb-df
id47_id48_0003.mp4,1,celeb-df
id2_id1_0008.mp4,1,celeb-df
id28_id17_0003.mp4,1,celeb-df
id61_0001.mp4,0,celeb-df
id35_id6_0000.mp4,1,celeb-df
id4_id20_0004.mp4,1,celeb-df
id38_id34_0003.mp4,1,celeb-df
id21_id25_0009.mp4,1,celeb-df
id30_id35_0009.mp4,1,celeb-df
fakeetohcvnzbj.mp4,1,deepfake-detection-challenge
id43_id47_0009.mp4,1,celeb-df
id20_id23_0006.mp4,1,celeb-df
id26_id25_0000.mp4,1,celeb-df
id32_0007.mp4,0,celeb-df
id23_0000.mp4,0,celeb-df
id9_id23_0001.mp4,1,celeb-df
id31_id32_0003.mp4,1,celeb-df
id54_id57_0002.mp4,1,celeb-df
id60_0005.mp4,0,celeb-df
id53_id51_0004.mp4,1,celeb-df
id1_0006.mp4,0,celeb-df
id56_id54_0003.mp4,1,celeb-df
id37_id28_0008.mp4,1,celeb-df
id31_id35_0007.mp4,1,celeb-df
id45_id40_0004.mp4,1,celeb-df
id35_id32_0004.mp4,1,celeb-df
id54_id50_0004.mp4,1,celeb-df
id4_id26_0001.mp4,1,celeb-df
id12_0005.mp4,0,celeb-df
id28_id35_0003.mp4,1,celeb-df
id57_id56_0002.mp4,1,celeb-df
id31_id9_0009.mp4,1,celeb-df
id49_id50_0008.mp4,1,celeb-df
id45_id48_0007.mp4,1,celeb-df
id50_0001.mp4,0,celeb-df
id61_0003.mp4,0,celeb-df
fakecettndmvzl.mp4,1,deepfake-detection-challenge
fakebyfenovjnf.mp4,1,deepfake-detection-challenge
id45_id47_0005.mp4,1,celeb-df
id33_id21_0002.mp4,1,celeb-df
id31_id35_0002.mp4,1,celeb-df
id23_id2_0007.mp4,1,celeb-df
id9_id4_0006.mp4,1,celeb-df
id47_id48_0004.mp4,1,celeb-df
id37_id17_0000.mp4,1,celeb-df
id41_id45_0007.mp4,1,celeb-df
id44_0005.mp4,0,celeb-df
id32_0004.mp4,0,celeb-df
id37_id6_0002.mp4,1,celeb-df
id32_id33_0008.mp4,1,celeb-df
id52_id53_0002.mp4,1,celeb-df
id30_id35_0006.mp4,1,celeb-df
id35_id23_0008.mp4,1,celeb-df
ccfoszqabv.mp4,0,deepfake-detection-challenge
id9_id28_0005.mp4,1,celeb-df
id16_id3_0003.mp4,1,celeb-df
id23_id3_0006.mp4,1,celeb-df
id4_id2_0000.mp4,1,celeb-df
id23_id20_0000.mp4,1,celeb-df
id20_id2_0005.mp4,1,celeb-df
id24_id23_0000.mp4,1,celeb-df
id11_0010.mp4,0,celeb-df
id2_id16_0008.mp4,1,celeb-df
fakebmehkyanbj.mp4,1,deepfake-detection-challenge
id26_id35_0001.mp4,1,celeb-df
id51_id53_0009.mp4,1,celeb-df
id30_id21_0009.mp4,1,celeb-df
id16_id35_0010.mp4,1,celeb-df
id4_id6_0004.mp4,1,celeb-df
id1_id16_0007.mp4,1,celeb-df
id22_id20_0002.mp4,1,celeb-df
id0_id6_0000.mp4,1,celeb-df
id47_id44_0007.mp4,1,celeb-df
id51_id53_0004.mp4,1,celeb-df
id1_id3_0006.mp4,1,celeb-df
id4_id6_0005.mp4,1,celeb-df
fakeaipfdnwpoo.mp4,1,deepfake-detection-challenge
id29_id31_0003.mp4,1,celeb-df
aytzyidmgs.mp4,0,deepfake-detection-challenge
id28_id24_0003.mp4,1,celeb-df
id50_id52_0009.mp4,1,celeb-df
id25_id22_0004.mp4,1,celeb-df
id20_id9_0007.mp4,1,celeb-df
id23_id33_0006.mp4,1,celeb-df
id40_id44_0003.mp4,1,celeb-df
id23_id30_0000.mp4,1,celeb-df
id49_id52_0002.mp4,1,celeb-df
id28_id4_0002.mp4,1,celeb-df
id33_id26_0002.mp4,1,celeb-df
id16_id17_0013.mp4,1,celeb-df
id40_id48_0008.mp4,1,celeb-df
id33_id23_0003.mp4,1,celeb-df
id20_id3_0009.mp4,1,celeb-df
id22_id19_0004.mp4,1,celeb-df
id23_id25_0009.mp4,1,celeb-df
id52_id54_0007.mp4,1,celeb-df
id47_id46_0002.mp4,1,celeb-df
id21_id25_0005.mp4,1,celeb-df
fakeelvvackpjh.mp4,1,deepfake-detection-challenge
id19_id25_0002.mp4,1,celeb-df
id0_id3_0005.mp4,1,celeb-df
id60_id5_0006.mp4,1,celeb-df
id43_id40_0004.mp4,1,celeb-df
id11_id7_0006.mp4,1,celeb-df
id61_id59_0000.mp4,1,celeb-df
id0_id4_0009.mp4,1,celeb-df
id50_id49_0001.mp4,1,celeb-df
id28_id30_0007.mp4,1,celeb-df
id22_id25_0005.mp4,1,celeb-df
id33_id23_0009.mp4,1,celeb-df
id30_0001.mp4,0,celeb-df
id46_id42_0008.mp4,1,celeb-df
id12_0000.mp4,0,celeb-df
fakecbltdtxglo.mp4,1,deepfake-detection-challenge
id37_id16_0005.mp4,1,celeb-df
fakebydaidkpdp.mp4,1,deepfake-detection-challenge
id41_id44_0000.mp4,1,celeb-df
id21_id2_0001.mp4,1,celeb-df
id38_id37_0007.mp4,1,celeb-df
id56_id50_0000.mp4,1,celeb-df
fakebyqzyxifza.mp4,1,deepfake-detection-challenge
id30_id21_0003.mp4,1,celeb-df
id4_id2_0004.mp4,1,celeb-df
id0_id21_0004.mp4,1,celeb-df
id56_id49_0002.mp4,1,celeb-df
id58_id53_0002.mp4,1,celeb-df
id52_id53_0005.mp4,1,celeb-df
id10_id12_0003.mp4,1,celeb-df
id22_id21_0006.mp4,1,celeb-df
id21_id25_0008.mp4,1,celeb-df
id37_id9_0009.mp4,1,celeb-df
id40_id43_0002.mp4,1,celeb-df
id33_id28_0004.mp4,1,celeb-df
id26_id22_0000.mp4,1,celeb-df
id41_id40_0003.mp4,1,celeb-df
id30_id17_0004.mp4,1,celeb-df
id20_id23_0000.mp4,1,celeb-df
id35_id2_0007.mp4,1,celeb-df
id47_id48_0005.mp4,1,celeb-df
id24_id21_0004.mp4,1,celeb-df
id54_id58_0005.mp4,1,celeb-df
id52_id49_0006.mp4,1,celeb-df
id37_id33_0002.mp4,1,celeb-df
id7_0002.mp4,0,celeb-df
id25_id23_0010.mp4,1,celeb-df
id26_id19_0002.mp4,1,celeb-df
id23_id4_0006.mp4,1,celeb-df
id6_id37_0005.mp4,1,celeb-df
id6_id31_0001.mp4,1,celeb-df
id7_0008.mp4,0,celeb-df
id16_id17_0010.mp4,1,celeb-df
fakeeqvuznuwsa.mp4,1,deepfake-detection-challenge
id21_id20_0007.mp4,1,celeb-df
id61_0005.mp4,0,celeb-df
id4_id35_0003.mp4,1,celeb-df
id39_id43_0008.mp4,1,celeb-df
id30_id9_0006.mp4,1,celeb-df
id20_id30_0008.mp4,1,celeb-df
id30_id20_0003.mp4,1,celeb-df
id33_id30_0000.mp4,1,celeb-df
fakecoadfnerlk.mp4,1,deepfake-detection-challenge
id23_id6_0000.mp4,1,celeb-df
id31_0009.mp4,0,celeb-df
id35_id23_0004.mp4,1,celeb-df
id49_id55_0009.mp4,1,celeb-df
id6_id31_0008.mp4,1,celeb-df
id38_id29_0008.mp4,1,celeb-df
id27_id21_0008.mp4,1,celeb-df
id16_id9_0009.mp4,1,celeb-df
id43_0003.mp4,0,celeb-df
id27_id20_0006.mp4,1,celeb-df
id2_id17_0006.mp4,1,celeb-df
id45_id44_0001.mp4,1,celeb-df
id3_id35_0000.mp4,1,celeb-df
id61_id59_0002.mp4,1,celeb-df
id39_id47_0007.mp4,1,celeb-df
id55_id54_0007.mp4,1,celeb-df
id54_id57_0007.mp4,1,celeb-df
id35_id17_0007.mp4,1,celeb-df
id31_id17_0002.mp4,1,celeb-df
id50_id53_0004.mp4,1,celeb-df
id9_id17_0008.mp4,1,celeb-df
fakedhkwmjxwrn.mp4,1,deepfake-detection-challenge
id19_0003.mp4,0,celeb-df
id32_id35_0009.mp4,1,celeb-df
id8_0005.mp4,0,celeb-df
id17_id2_0004.mp4,1,celeb-df
id29_id26_0008.mp4,1,celeb-df
id8_id3_0003.mp4,1,celeb-df
id43_0004.mp4,0,celeb-df
id20_id17_0001.mp4,1,celeb-df
id3_id1_0008.mp4,1,celeb-df
id37_id17_0001.mp4,1,celeb-df
id21_id28_0008.mp4,1,celeb-df
id29_id33_0000.mp4,1,celeb-df
id37_id23_0003.mp4,1,celeb-df
id58_id55_0003.mp4,1,celeb-df
id55_id53_0006.mp4,1,celeb-df
id49_id55_0005.mp4,1,celeb-df
id37_id26_0005.mp4,1,celeb-df
id2_id20_0009.mp4,1,celeb-df
id38_id35_0007.mp4,1,celeb-df
id38_id29_0009.mp4,1,celeb-df
id24_id21_0002.mp4,1,celeb-df
id41_id45_0001.mp4,1,celeb-df
id37_id26_0001.mp4,1,celeb-df
id11_0004.mp4,0,celeb-df
id38_id31_0003.mp4,1,celeb-df
id16_id9_0004.mp4,1,celeb-df
id52_id53_0000.mp4,1,celeb-df
id26_id3_0008.mp4,1,celeb-df
id31_id23_0004.mp4,1,celeb-df
id38_id31_0001.mp4,1,celeb-df
id28_id3_0006.mp4,1,celeb-df
id30_id20_0007.mp4,1,celeb-df
fakeecwaxgutkc.mp4,1,deepfake-detection-challenge
id24_id23_0005.mp4,1,celeb-df
id30_id28_0005.mp4,1,celeb-df
id57_id54_0004.mp4,1,celeb-df
id0_id4_0004.mp4,1,celeb-df
id23_id33_0007.mp4,1,celeb-df
id16_id20_0002.mp4,1,celeb-df
id9_id28_0008.mp4,1,celeb-df
id17_id37_0002.mp4,1,celeb-df
id39_id48_0006.mp4,1,celeb-df
id45_id42_0002.mp4,1,celeb-df
id20_id6_0006.mp4,1,celeb-df
id2_id20_0007.mp4,1,celeb-df
id3_id6_0003.mp4,1,celeb-df
id37_id1_0009.mp4,1,celeb-df
id0_id17_0009.mp4,1,celeb-df
id48_id40_0005.mp4,1,celeb-df
id11_0002.mp4,0,celeb-df
id23_id3_0001.mp4,1,celeb-df
id4_id30_0005.mp4,1,celeb-df
id9_id2_0004.mp4,1,celeb-df
id6_id17_0004.mp4,1,celeb-df
id13_0010.mp4,0,celeb-df
id1_id30_0002.mp4,1,celeb-df
id32_id34_0000.mp4,1,celeb-df
id21_id28_0002.mp4,1,celeb-df
id37_id4_0008.mp4,1,celeb-df
id7_0006.mp4,0,celeb-df
id20_id31_0009.mp4,1,celeb-df
id56_id53_0001.mp4,1,celeb-df
id31_id38_0007.mp4,1,celeb-df
id43_id42_0000.mp4,1,celeb-df
id24_id28_0009.mp4,1,celeb-df
id9_id4_0005.mp4,1,celeb-df
id0_id17_0002.mp4,1,celeb-df
id37_id16_0002.mp4,1,celeb-df
fakeduzuusuajr.mp4,1,deepfake-detection-challenge
id6_id21_0002.mp4,1,celeb-df
id37_id20_0001.mp4,1,celeb-df
id39_id45_0003.mp4,1,celeb-df
fakedbzcqmxzaj.mp4,1,deepfake-detection-challenge
id20_id0_0000.mp4,1,celeb-df
id16_id31_0002.mp4,1,celeb-df
id49_id50_0002.mp4,1,celeb-df
fakecwsbspfzck.mp4,1,deepfake-detection-challenge
id46_0007.mp4,0,celeb-df
id16_id0_0012.mp4,1,celeb-df
id25_id27_0008.mp4,1,celeb-df
id44_id46_0004.mp4,1,celeb-df
id50_id56_0002.mp4,1,celeb-df
id34_id35_0003.mp4,1,celeb-df
id53_id49_0001.mp4,1,celeb-df
id5_id59_0007.mp4,1,celeb-df
id23_id27_0007.mp4,1,celeb-df
id52_id54_0003.mp4,1,celeb-df
id23_id31_0005.mp4,1,celeb-df
id3_id23_0000.mp4,1,celeb-df
id31_id6_0001.mp4,1,celeb-df
eudeqjhdfd.mp4,0,deepfake-detection-challenge
id4_id0_0005.mp4,1,celeb-df
fakebguwlyazau.mp4,1,deepfake-detection-challenge
id3_id23_0002.mp4,1,celeb-df
id26_id25_0008.mp4,1,celeb-df
chviwxsfhg.mp4,0,deepfake-detection-challenge
id25_id19_0003.mp4,1,celeb-df
id28_id29_0001.mp4,1,celeb-df
id57_id58_0004.mp4,1,celeb-df
id49_id57_0008.mp4,1,celeb-df
id50_id55_0001.mp4,1,celeb-df
id16_id2_0003.mp4,1,celeb-df
id33_id37_0002.mp4,1,celeb-df
id51_id57_0002.mp4,1,celeb-df
id55_id50_0004.mp4,1,celeb-df
id0_id16_0008.mp4,1,celeb-df
id34_id33_0003.mp4,1,celeb-df
id34_id37_0001.mp4,1,celeb-df
id17_id1_0002.mp4,1,celeb-df
id43_0009.mp4,0,celeb-df
fakecepxysienc.mp4,1,deepfake-detection-challenge
id48_0007.mp4,0,celeb-df
id48_id42_0006.mp4,1,celeb-df
id28_id23_0000.mp4,1,celeb-df
id38_id30_0001.mp4,1,celeb-df
id56_id55_0001.mp4,1,celeb-df
id9_id31_0002.mp4,1,celeb-df
id22_id24_0003.mp4,1,celeb-df
id6_id17_0003.mp4,1,celeb-df
id0_id28_0003.mp4,1,celeb-df
id33_id30_0009.mp4,1,celeb-df
id27_id19_0003.mp4,1,celeb-df
id23_id17_0007.mp4,1,celeb-df
id31_id2_0001.mp4,1,celeb-df
id23_id24_0007.mp4,1,celeb-df
id23_id0_0008.mp4,1,celeb-df
id40_id47_0007.mp4,1,celeb-df
id16_id30_0006.mp4,1,celeb-df
id42_id47_0001.mp4,1,celeb-df
id54_0002.mp4,0,celeb-df
id51_id50_0005.mp4,1,celeb-df
id9_id37_0000.mp4,1,celeb-df
id61_id60_0009.mp4,1,celeb-df
id49_id57_0005.mp4,1,celeb-df
id10_id7_0003.mp4,1,celeb-df
id25_id24_0003.mp4,1,celeb-df
id43_id39_0003.mp4,1,celeb-df
id30_id32_0003.mp4,1,celeb-df
id46_id42_0002.mp4,1,celeb-df
id26_0002.mp4,0,celeb-df
id42_id46_0001.mp4,1,celeb-df
id30_id26_0009.mp4,1,celeb-df
id28_id35_0009.mp4,1,celeb-df
id6_id0_0006.mp4,1,celeb-df
id6_id17_0005.mp4,1,celeb-df
id24_id28_0004.mp4,1,celeb-df
id8_id6_0007.mp4,1,celeb-df
id2_id26_0004.mp4,1,celeb-df
id35_id28_0005.mp4,1,celeb-df
id31_id28_0007.mp4,1,celeb-df
id51_id56_0007.mp4,1,celeb-df
id0_id3_0006.mp4,1,celeb-df
id50_id52_0001.mp4,1,celeb-df
id2_0001.mp4,0,celeb-df
id21_id9_0008.mp4,1,celeb-df
id54_id55_0007.mp4,1,celeb-df
id40_id39_0003.mp4,1,celeb-df
id23_id6_0009.mp4,1,celeb-df
id19_id28_0007.mp4,1,celeb-df
fakedboxtiehng.mp4,1,deepfake-detection-challenge
id1_id20_0005.mp4,1,celeb-df
id37_id35_0007.mp4,1,celeb-df
id46_id39_0003.mp4,1,celeb-df
id52_id58_0004.mp4,1,celeb-df
id48_id39_0001.mp4,1,celeb-df
id41_id40_0008.mp4,1,celeb-df
id30_id28_0004.mp4,1,celeb-df
id32_id29_0000.mp4,1,celeb-df
id26_id16_0001.mp4,1,celeb-df
id43_id48_0002.mp4,1,celeb-df
id23_id25_0007.mp4,1,celeb-df
fakeaapnvogymq.mp4,1,deepfake-detection-challenge
id33_id30_0002.mp4,1,celeb-df
fakeaxczxisdtb.mp4,1,deepfake-detection-challenge
id1_id17_0005.mp4,1,celeb-df
id56_id51_0003.mp4,1,celeb-df
id52_id54_0005.mp4,1,celeb-df
id42_id41_0000.mp4,1,celeb-df
id3_0009.mp4,0,celeb-df
id45_id46_0005.mp4,1,celeb-df
id17_id6_0003.mp4,1,celeb-df
id19_id24_0004.mp4,1,celeb-df
id30_id3_0007.mp4,1,celeb-df
aybumesmpk.mp4,0,deepfake-detection-challenge
id47_id43_0008.mp4,1,celeb-df
id33_id34_0001.mp4,1,celeb-df
id9_id31_0006.mp4,1,celeb-df
id29_id31_0009.mp4,1,celeb-df
id1_id0_0000.mp4,1,celeb-df
id36_0003.mp4,0,celeb-df
id28_id1_0004.mp4,1,celeb-df
id6_id3_0004.mp4,1,celeb-df
id35_id31_0007.mp4,1,celeb-df
id43_id47_0005.mp4,1,celeb-df
id28_id32_0004.mp4,1,celeb-df
id8_id5_0003.mp4,1,celeb-df
id20_id9_0001.mp4,1,celeb-df
id37_id6_0001.mp4,1,celeb-df
id21_id1_0004.mp4,1,celeb-df
id21_0001.mp4,0,celeb-df
id48_id40_0008.mp4,1,celeb-df
id53_id52_0008.mp4,1,celeb-df
id16_id28_0011.mp4,1,celeb-df
fakebmioepcpsx.mp4,1,deepfake-detection-challenge
id30_id29_0002.mp4,1,celeb-df
id6_id16_0002.mp4,1,celeb-df
id17_id20_0005.mp4,1,celeb-df
id50_id57_0006.mp4,1,celeb-df
id2_id16_0009.mp4,1,celeb-df
id58_id57_0008.mp4,1,celeb-df
fakeaufmsmnoye.mp4,1,deepfake-detection-challenge
id2_id26_0000.mp4,1,celeb-df
id17_id37_0001.mp4,1,celeb-df
id9_id26_0002.mp4,1,celeb-df
id52_id57_0002.mp4,1,celeb-df
id38_id31_0007.mp4,1,celeb-df
id16_id2_0011.mp4,1,celeb-df
id5_id61_0003.mp4,1,celeb-df
id37_id35_0009.mp4,1,celeb-df
id24_id28_0005.mp4,1,celeb-df
id45_id47_0004.mp4,1,celeb-df
id44_id43_0002.mp4,1,celeb-df
id40_id48_0000.mp4,1,celeb-df
id33_id29_0003.mp4,1,celeb-df
id50_id51_0001.mp4,1,celeb-df
id23_id35_0006.mp4,1,celeb-df
fakeajwpjhrbcv.mp4,1,deepfake-detection-challenge
id22_id24_0006.mp4,1,celeb-df
id57_id49_0007.mp4,1,celeb-df
id27_id23_0006.mp4,1,celeb-df
id28_id4_0000.mp4,1,celeb-df
id47_id48_0009.mp4,1,celeb-df
id32_id28_0002.mp4,1,celeb-df
id13_0005.mp4,0,celeb-df
id50_id56_0006.mp4,1,celeb-df
id28_id29_0002.mp4,1,celeb-df
fakecaqbrkogkb.mp4,1,deepfake-detection-challenge
id17_id28_0007.mp4,1,celeb-df
id28_id16_0002.mp4,1,celeb-df
id51_id54_0001.mp4,1,celeb-df
id30_id28_0009.mp4,1,celeb-df
id21_id37_0004.mp4,1,celeb-df
id19_id21_0002.mp4,1,celeb-df
id37_id33_0007.mp4,1,celeb-df
id57_id50_0007.mp4,1,celeb-df
id28_id1_0001.mp4,1,celeb-df
id7_id12_0005.mp4,1,celeb-df
id4_id0_0001.mp4,1,celeb-df
id28_id0_0003.mp4,1,celeb-df
id17_id37_0006.mp4,1,celeb-df
id48_id44_0004.mp4,1,celeb-df
id23_id4_0000.mp4,1,celeb-df
id8_id0_0008.mp4,1,celeb-df
id2_id17_0007.mp4,1,celeb-df
id4_id26_0009.mp4,1,celeb-df
id34_id21_0002.mp4,1,celeb-df
id23_id24_0005.mp4,1,celeb-df
id37_id20_0002.mp4,1,celeb-df
id20_id16_0008.mp4,1,celeb-df
id3_id26_0005.mp4,1,celeb-df
cpjxareypw.mp4,0,deepfake-detection-challenge
id30_id20_0000.mp4,1,celeb-df
id20_id22_0001.mp4,1,celeb-df
id2_0005.mp4,0,celeb-df
fakecxfujlvsuw.mp4,1,deepfake-detection-challenge
id13_0008.mp4,0,celeb-df
id43_id39_0005.mp4,1,celeb-df
fakeatyntldecu.mp4,1,deepfake-detection-challenge
id23_id32_0006.mp4,1,celeb-df
id20_id3_0004.mp4,1,celeb-df
id52_id57_0005.mp4,1,celeb-df
id33_id31_0007.mp4,1,celeb-df
id24_id20_0004.mp4,1,celeb-df
id24_id20_0005.mp4,1,celeb-df
id9_id17_0005.mp4,1,celeb-df
id37_id30_0007.mp4,1,celeb-df
id35_id26_0003.mp4,1,celeb-df
id34_id21_0005.mp4,1,celeb-df
id16_id21_0012.mp4,1,celeb-df
id23_id30_0006.mp4,1,celeb-df
id2_id3_0003.mp4,1,celeb-df
id32_id23_0006.mp4,1,celeb-df
id49_0003.mp4,0,celeb-df
id9_id21_0000.mp4,1,celeb-df
id23_id17_0000.mp4,1,celeb-df
id46_id45_0003.mp4,1,celeb-df
